File,LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/PrimitiveType.java,239,79,53,10,22,9,138,629,10,57,10,0.07,1.1,47,0.52,12500.4,21,11,2,11,1,86.57,120,67,1,1,124.13,0,0.5,0.03,2,26,2,1550.05,1,2,0,0,1,1,11,0,1,8,0,34,347,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/QualifiedName.java,175,63,43,12,16,0,96,478,10,57,11,0.25,1.64,42,0.39,6877.79,13,2,0,11,1,88.78,86,62,1,1,131.07,0,0.5,0.27,5,30,3,1166.02,4,0,0,0,0,1,18,0,0,11,0,19,291,1,7
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/ReturnStatement.java,123,42,28,7,14,0,67,298,10,57,9,0.75,1.22,27,0.23,3023.26,10,1,0,9,1,101.04,57,41,1,1,133.26,0,0.5,0.33,1,19,2,686.87,4,0,0,0,0,1,11,0,0,9,0,13,180,1,3
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/SimpleName.java,207,87,64,22,17,1,103,535,10,57,10,0.39,2,60,0.57,18062.1,12,2,2,10,1,66.17,94,84,1,1,116.17,0,0.5,0.15,2,22,6,1720.19,5,1,0,0,0,1,20,0,0,9,0,20,377,1,5
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/SimpleType.java,127,46,31,9,13,0,68,318,10,57,9,0.75,1.44,30,0.26,4149.06,10,1,0,9,1,99.92,58,45,1,1,132.14,0,0.5,0.33,3,19,2,782.9,4,0,0,0,0,1,13,0,0,9,0,14,201,1,5
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/SingleVariableDeclaration.java,260,91,61,15,23,0,146,661,10,57,15,0.04,1.6,60,0.64,12319.6,20,5,0,15,1,75.48,136,90,1,1,125.48,0,0.5,0.16,6,81,4,1910.46,4,1,0,0,0,1,24,0,0,14,0,28,449,1,5
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/Statement.java,137,29,21,5,9,2,99,425,10,57,11,0.25,1.45,39,0.36,5990.78,13,2,0,11,2,89.28,85,59,1,2,131.57,0,0.67,0.27,2,30,3,1088.49,5,0,1,0.13,0,2,16,0,0,11,0,19,274,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/StringLiteral.java,350,219,148,61,17,21,114,551,10,57,11,0.8,5.09,151,1.93,163012,12,1,2,11,1,52.1,126,216,1,1,96.23,0,0.5,0.27,3,25,24,5784.95,2,2,0,0,0,1,56,0,0,9,0,38,989,1,5
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/SuperConstructorInvocation.java,165,54,36,9,17,0,94,428,10,57,11,0.25,1.18,34,0.32,4636.4,13,2,1,12,1,90.2,84,52,1,1,132.49,0,0.5,0.27,1,31,2,960.95,5,1,0,0,1,1,13,0,1,10,0,19,243,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/SuperFieldAccess.java,168,57,39,10,17,0,94,433,10,57,11,0.25,1.45,38,0.35,5626.89,13,2,0,11,1,89.49,84,56,1,1,131.78,0,0.5,0.27,2,30,3,1042.39,3,0,0,0,0,1,16,0,0,11,0,19,264,1,5
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/SuperMethodInvocation.java,188,66,45,11,20,0,102,481,10,57,12,0.09,1.42,43,0.43,7143.47,15,3,1,13,1,88.98,92,64,1,1,131.27,0,0.5,0.25,3,42,3,1280,4,1,0,0,1,1,17,0,1,11,0,21,313,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/SwitchCase.java,152,50,34,9,15,0,87,418,10,57,10,0.28,1.3,33,0.27,3644.27,12,2,0,10,1,90.68,77,49,1,1,132.97,0,0.5,0.25,3,26,2,824.85,5,0,0,0,0,1,13,0,0,10,0,16,214,1,5
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/SwitchStatement.java,165,56,38,10,16,0,93,411,10,57,10,0.22,1.4,36,0.34,5660.51,12,2,1,11,1,83.34,83,54,1,1,131.45,0,0.5,0.3,3,26,2,1025.71,6,1,0,0,1,1,14,0,1,9,0,18,254,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/SynchronizedStatement.java,173,64,44,12,15,0,94,415,10,57,11,0.25,1.64,43,0.4,6847.28,13,2,0,11,1,88.79,84,63,1,1,131.09,0,0.5,0.27,5,30,3,1199.96,5,0,0,0,0,1,18,0,0,11,0,21,297,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/ThisExpression.java,120,40,27,7,13,0,67,295,10,57,9,0.75,1.22,26,0.21,2741.67,10,1,0,9,1,107.94,57,39,1,1,140.17,0,0.5,0.33,1,19,2,640.03,2,0,0,0,0,1,11,0,0,9,0,14,170,1,5
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/ThrowStatement.java,131,47,32,9,12,0,72,302,10,57,9,0.75,1.44,31,0.27,4118.27,10,1,0,9,1,99.95,62,46,1,1,132.17,0,0.5,0.33,3,19,2,797.67,5,0,0,0,0,1,13,0,0,9,0,15,204,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/TryStatement.java,196,69,46,11,20,0,107,486,10,57,12,0.09,1.42,44,0.44,7636.18,15,3,1,13,1,82.94,97,67,1,1,131.04,0,0.5,0.25,3,42,3,1325.49,6,1,0,0,1,1,17,0,1,11,0,21,323,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/Type.java,131,18,12,4,12,0,101,376,10,57,11,0.8,1.55,42,0.35,6306.6,12,1,0,11,2,89.09,84,63,1,1,131.38,0,0.5,0.27,3,25,2,1049.93,4,2,1,0,0,1,17,0,0,9,0,17,268,1,0
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/TypeBinding.java,402,271,207,89,35,1,96,188,10,57,23,0,1,24,0.1,485.97,23,0,0,23,2,131.19,318,25,2,1,160.57,0,0,0,0,23,1,298.13,0,6,0,0,0,0,23,0,0,17,0,24,125,1,5
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/TypeDeclaration.java,523,193,131,37,38,5,292,1509,10,57,25,0.05,1.88,149,1.52,47457.5,32,7,2,26,1,74.84,287,190,1,1,118.97,0,0.5,0.1,7,204,5,4562.86,9,3,0,0,1,1,47,0,1,22,0,45,1002,1,8
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/TypeDeclarationStatement.java,157,53,35,10,14,0,90,404,10,57,10,0.78,1.4,34,0.29,4375.19,11,1,0,10,1,84.22,80,52,1,1,132.33,0,0.5,0.3,3,22,2,858.79,5,0,0,0,0,1,14,0,0,10,0,17,221,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/TypeLiteral.java,129,46,31,9,14,0,69,296,10,57,9,0.75,1.44,30,0.26,4088.96,10,1,0,9,1,99.97,59,45,1,1,132.19,0,0.5,0.33,3,19,2,787.14,4,1,0,0,0,1,13,0,0,8,0,14,201,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/VariableBinding.java,134,74,53,24,17,0,43,106,10,57,5,0,1,6,0.02,118.09,5,0,0,5,1,130.81,69,7,1,1,160.19,0,0,0,0,5,1,73.56,0,1,0,0,0,0,5,0,0,4,0,6,31,1,6
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/VariableDeclaration.java,101,13,10,1,9,0,79,348,10,57,15,0.04,1.6,60,0.64,12319.6,20,5,0,15,2,75.48,136,90,1,2,125.48,0,0.67,0.16,6,81,4,1910.46,4,1,1,0.38,0,2,24,0,0,14,0,28,449,1,2
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/VariableDeclarationExpression.java,219,70,47,12,22,0,127,613,10,57,12,0.07,1.42,45,0.44,7607.84,16,4,1,13,1,81.06,117,68,1,1,131.06,0,0.5,0.19,4,56,2,1306.81,5,2,0,0,1,1,17,0,1,10,0,21,313,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/VariableDeclarationFragment.java,191,70,48,12,19,0,102,494,10,57,13,0.14,1.46,47,0.42,6630.46,16,3,0,13,1,89.5,92,69,1,1,131.79,0,0.5,0.21,4,49,3,1248.25,4,0,0,0,0,1,19,0,0,13,0,23,312,1,5
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/VariableDeclarationStatement.java,216,71,48,12,21,0,124,596,10,57,12,0.07,1.42,46,0.45,7911.68,16,4,1,13,1,80.92,114,69,1,1,130.92,0,0.5,0.19,4,56,2,1357.43,7,2,0,0,1,1,17,0,1,10,0,20,323,1,4
org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/WhileStatement.java,175,64,44,12,17,0,94,420,10,57,11,0.25,1.64,43,0.4,6834.26,13,2,0,11,1,88.8,84,63,1,1,131.09,0,0.5,0.27,5,30,3,1200.01,5,0,0,0,0,1,18,0,0,11,0,20,297,1,4
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetAllocationExpression.java,175,137,96,36,9,1,29,166,10,59,5,0.38,6.4,95,1.44,123007,7,2,10,5,0,88.53,20,126,0,1,88.3,0,0.5,0.2,0,8,19,4309.04,1,1,0,0,0,1,32,0,0,4,2,12,730,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetClassFile.java,242,181,136,33,7,0,54,286,10,59,2,0,17.5,147,2.43,284674,2,0,12,2,1,104.2,44,168,1,1,60.25,0,0.5,0,0,2,22,7295.81,2,0,0,0,0,1,35,0,0,2,0,26,1117,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetCodeStream.java,414,370,296,43,4,16,40,201,10,59,19,0,3.95,266,3.36,152565,19,0,9,20,1,137.07,46,355,1,1,97.18,0,0.5,0,2,19,12,10094,18,0,0,0,1,1,75,0,1,19,0,41,1849,1,0
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetCompiler.java,43,23,12,0,4,1,16,91,10,59,1,0,1,5,0.1,1514.07,1,0,6,1,0,77.59,7,16,0,1,119.88,0,0.5,0,0,1,1,298,0,0,0,0,0,1,1,0,0,1,0,3,62,1,0
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetConstantPool.java,1856,1455,1001,441,10,72,391,2160,10,59,27,0.08,9.52,989,17.15,1455580,170,143,7,29,0,74.7,453,1447,0,1,75.17,0,0.5,0.08,1,0,63,51440.9,7,0,0,0,2,1,257,0,2,27,1,283,7933,1,2
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetEnvironment.java,90,59,46,15,3,1,28,143,10,59,5,0.38,2.4,40,0.44,20825.7,7,2,7,5,0,129.22,19,51,0,1,108.61,0,0,0.2,3,5,7,1314.56,1,2,0,0,0,0,12,0,0,3,2,6,270,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetEvaluator.java,205,132,87,18,18,1,55,298,10,59,7,0.11,3,75,1.16,60946.4,10,3,12,7,0,70.2,46,119,0,1,102.42,0,0.5,0.24,2,12,7,3478.35,1,2,0,0,0,1,21,0,0,5,1,21,637,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetFieldReference.java,363,273,208,62,18,10,72,512,10,59,8,0.43,6.5,192,3.04,168845,10,2,14,8,0,35.03,72,258,0,1,85.03,0,0.5,0.12,0,14,12,9125.37,5,1,0,0,0,1,52,0,0,7,2,58,1613,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetMessageSend.java,283,224,155,64,12,5,47,303,10,59,5,0.38,10,149,2.47,263698,7,2,14,5,0,30.63,42,209,0,1,78.73,0,0.5,0.2,0,8,26,7418.38,2,1,0,0,0,1,50,0,0,4,2,34,1170,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetParser.java,685,514,370,71,45,25,126,828,10,59,38,0.01,2.5,377,5.22,384328,44,6,6,38,0,124.27,141,507,0,1,103.66,0,0.5,0.15,6,214,20,15671.8,44,0,0,0,0,1,95,0,0,38,1,120,2820,1,2
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetQualifiedNameReference.java,605,491,358,132,30,19,84,698,10,59,14,0.27,7.86,336,5.26,420353,16,2,21,14,0,51.56,93,469,0,1,83.78,0,0.5,0.25,5,38,27,15784,3,5,0,0,0,1,110,0,0,9,3,77,2704,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetReturnStatement.java,138,88,67,13,14,3,36,205,10,59,12,0.91,1.75,54,0.71,25164.1,13,1,11,12,0,162.14,29,76,0,1,122.26,0,0.5,0.17,0,12,7,2129.66,5,1,0,0,0,1,21,0,0,11,2,22,436,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetScope.java,764,525,364,231,60,20,179,1478,10,59,14,0,12.5,375,6.21,773552,14,0,19,14,0,50.91,189,505,0,1,80.29,0,0.5,0,3,14,29,18625.2,5,8,0,0,0,1,175,0,0,6,0,92,3165,1,2
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetSingleNameReference.java,601,512,379,120,14,32,75,710,10,59,10,0.33,11.3,353,5.64,502430,12,2,23,10,0,25.83,97,488,0,1,75.83,0,0.5,0.2,3,22,24,16918.1,4,4,0,0,0,1,113,0,0,6,3,84,2690,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetSkeleton.java,148,113,71,23,13,8,22,122,10,59,17,1,1,37,0.29,5061.5,18,1,6,19,0,190.29,17,74,0,1,140.29,0,0,0.06,0,17,1,872.3,0,3,0,0,2,0,17,0,2,14,2,10,236,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetSuperReference.java,55,29,21,3,7,1,19,119,10,59,7,1,1,15,0.11,1094.38,8,1,5,7,0,192.49,10,23,0,1,142.49,0,0.5,0.14,0,7,1,333.1,0,1,0,0,0,1,7,0,0,6,2,5,96,1,0
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetThisReference.java,99,66,51,14,7,2,26,127,10,59,10,0.15,1.8,42,0.42,8383.43,13,3,8,10,0,175.39,18,57,0,1,125.39,0,0.5,0.2,0,30,5,1263.19,0,2,0,0,0,1,18,0,0,8,2,10,292,1,0
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetToCuMapper.java,301,214,166,33,21,20,66,407,10,59,7,0.35,3,112,1.46,113625,19,12,5,7,1,44.2,70,128,1,1,92.68,0,0,0.38,1,12,8,4371.1,0,2,0,0,0,0,21,0,0,5,1,44,830,0,2
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/CodeSnippetTypeDeclaration.java,84,52,38,11,10,1,22,130,10,59,2,0,7,38,0.47,33957.9,2,0,4,2,0,57.32,13,47,0,1,89.54,0,0.5,0,0,2,13,1409.91,0,0,0,0,0,1,14,0,0,2,0,11,252,1,0
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/EvaluationConstants.java,32,18,17,0,4,13,10,72,10,59,0,0,0,15,0.35,11099,14,14,1,4,0,171,13,16,0,1,171,0,0,0,0,0,0,1044.26,0,0,0,0,4,0,0,0,4,0,0,13,188,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/EvaluationContext.java,556,381,220,43,14,52,161,912,10,59,20,0.04,2.25,174,4.6,353447,36,16,15,20,0,55.2,201,320,0,1,103.68,0,0,0.1,4,74,9,13792.4,0,3,0,0,0,0,45,0,0,17,1,82,2357,1,3
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/EvaluationResult.java,233,121,91,30,11,12,101,717,10,59,14,0.1,2.07,98,0.94,35415,25,11,1,14,0,70.22,103,119,0,1,112.51,0,0,0.19,2,38,10,2830.5,0,3,0,0,0,0,29,0,0,11,0,30,598,1,0
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/Evaluator.java,173,105,82,16,8,1,60,360,10,59,7,0.11,3,75,1.16,60946.4,10,3,12,7,1,70.2,46,119,0,1,102.42,0,0.5,0.24,2,12,7,3478.35,1,2,1,0.14,0,1,21,0,0,5,1,21,637,1,2
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/GlobalVariable.java,70,34,27,5,2,5,34,212,10,59,5,0.14,1.2,26,0.23,5965.71,12,7,0,5,0,102.78,29,33,0,1,120.66,0,0,0.26,0,5,2,699.1,0,1,0,0,0,0,6,0,0,4,0,11,171,1,0
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/InstallException.java,34,9,6,0,2,0,23,108,10,59,2,0,1,5,0.02,142.21,2,0,0,2,0,112.97,13,8,0,1,145.19,0,0.5,0,0,2,1,63.6,0,0,0,0,0,1,2,0,0,2,0,3,23,1,0
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/IRequestor.java,29,7,6,0,3,0,19,81,10,59,2,0,1,3,0.03,119.63,2,0,2,2,0,157.24,9,4,0,1,157.01,0,0,0,0,2,1,79.75,0,0,0,0,0,0,2,0,0,2,0,3,26,1,0
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/VariablesEvaluator.java,311,220,190,29,26,27,65,360,10,59,7,1,4.71,192,2.89,386429,8,1,12,7,0,35.78,82,207,0,1,79.91,0,0.5,0.14,2,12,11,8665.46,2,1,0,0,0,1,33,0,0,6,1,62,1418,1,1
org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/VariablesInfo.java,65,33,27,8,3,0,29,175,10,59,3,0.4,2.33,28,0.25,6263.69,8,5,2,3,0,76.85,19,30,0,1,109.07,0,0,0.47,0,3,3,761.35,0,0,0,0,0,0,7,0,0,3,0,4,174,1,1
org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/CodeFormatter.java,2535,1872,1075,493,193,207,470,3578,10,59,50,0.05,6.12,1107,17.43,4085990,75,25,13,50,1,52.44,667,1858,1,1,81.82,0,0,0.09,27,934,76,52280.7,1,12,0,0,0,0,306,0,0,38,2,456,8198,1,16
org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/impl/FormatterOptions.java,200,150,116,31,15,22,35,236,10,59,14,0.07,3.21,115,1.52,105394,41,27,1,16,0,127.13,47,148,0,1,106.52,0,0,0.1,0,154,32,4555.31,0,0,0,0,2,0,45,0,2,14,0,34,793,1,0
org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/impl/SplitLine.java,212,159,110,45,31,80,22,228,10,59,3,0.33,15.33,111,1.22,64069.1,6,3,1,3,0,114.81,92,157,0,1,77.78,0,0,0.56,0,4,44,3650.51,0,1,0,0,0,0,46,0,0,2,1,84,560,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/BufferChangedEvent.java,110,25,19,4,7,0,78,420,10,59,5,0.08,1,17,0.11,1481.41,8,3,1,5,0,104.36,68,23,0,1,133.74,0,0.5,0.4,0,5,1,343.37,0,1,0,0,0,1,5,0,0,4,0,9,95,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/ClasspathContainerInitializer.java,71,8,6,0,8,0,55,382,10,58,2,0,1,3,0.02,142.77,2,0,2,2,0,200.35,45,5,0,1,156.4,0,0,0,0,2,1,62.63,0,0,0,0,0,0,2,0,0,2,0,3,21,2,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/ClasspathVariableInitializer.java,52,6,4,0,5,0,41,221,10,58,2,0,1,3,0.01,83.22,2,0,0,2,0,147.89,31,5,0,1,158.25,0,0,0,0,2,1,43.61,0,0,0,0,0,0,2,0,0,2,0,3,17,2,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/CompletionRequestorAdapter.java,207,129,17,0,17,0,61,218,10,59,14,0,1,15,0.44,3925.59,14,0,1,14,0,172.34,51,127,0,1,151.72,0,0,0,0,14,1,1321.28,0,0,0,0,0,0,14,0,0,14,1,15,332,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/CorrectionEngine.java,414,254,149,30,30,3,130,642,10,59,5,0.21,6.2,107,1.52,102461,17,12,9,6,0,136.58,123,145,0,1,87.31,0,0,0.25,2,11,16,4563.49,0,0,0,0,1,0,31,0,1,5,1,26,785,1,2
org.eclipse.jdt.core/model/org/eclipse/jdt/core/ElementChangedEvent.java,122,18,14,2,8,0,96,500,10,59,3,0.12,1,12,0.1,1429.43,7,4,1,3,0,172.57,86,16,0,1,127.45,0,0.5,0.17,0,3,1,291.25,0,0,0,0,0,1,3,0,0,3,0,8,76,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/eval/ICodeSnippetRequestor.java,173,17,16,0,14,0,142,830,10,59,2,10,1,13,0.21,5519.47,12,10,2,3,0,123.62,132,14,0,1,114.88,0,0,0,0,2,1,624.32,0,0,0,0,1,0,2,0,1,2,0,14,136,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/eval/IEvaluationContext.java,339,56,24,0,4,0,279,1761,10,59,15,0,1,16,0.19,1242.59,15,0,7,15,0,165.03,269,48,0,1,155.89,0,0,0,0,15,1,559.83,0,4,0,0,0,0,15,0,0,11,0,16,162,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/eval/IGlobalVariable.java,48,6,5,0,2,0,40,209,10,59,3,0,1,4,0.01,64.24,3,0,0,3,0,112.04,30,5,0,1,160.52,0,0,0,0,3,1,42.83,0,3,0,0,0,0,3,0,0,0,0,4,19,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/Flags.java,294,93,64,28,6,12,195,906,10,59,16,0.01,1.75,62,0.86,26678.9,31,15,1,16,0,90.14,197,91,0,1,127.7,0,0,0.06,11,212,13,2581.98,0,1,0,0,0,0,28,0,0,15,0,44,564,2,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IBuffer.java,264,25,24,0,4,0,235,1591,10,59,20,0,1,21,0.14,707.96,20,0,2,20,0,114.67,225,22,0,1,158.8,0,0,0,0,20,1,405.75,0,3,0,0,0,0,20,0,0,17,0,21,144,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IBufferChangedListener.java,31,4,3,0,3,0,24,139,10,59,1,0,1,2,0.01,41.48,1,0,0,1,0,126.89,14,3,0,1,147.03,0,0,0,0,1,1,27.65,0,0,0,0,0,0,1,0,0,1,0,2,11,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IBufferFactory.java,34,4,3,0,4,0,26,142,10,59,1,0,1,2,0.01,30.51,1,0,0,1,0,147.61,16,3,0,1,148.08,0,0,0,0,1,1,25.51,0,0,0,0,0,0,1,0,0,1,0,2,11,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IClassFile.java,103,9,8,0,4,0,90,614,10,59,5,0,1,6,0.05,228.71,5,0,1,5,0,157.45,80,7,0,1,157.93,0,0,0,0,5,1,140.29,0,0,0,0,0,0,5,0,0,5,0,6,47,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IClasspathContainer.java,104,11,10,0,12,0,81,538,10,59,4,3,1,8,0.04,307.38,7,3,1,4,0,154.05,71,9,0,1,144.92,0,0,0,0,4,1,120.72,0,2,0,0,0,0,4,0,0,2,0,8,40,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IClasspathEntry.java,266,16,15,0,14,0,236,1819,10,59,7,5,1,13,0.09,1027.36,12,5,1,7,1,180.17,226,14,1,1,153.94,0,0,0,0,7,1,264.15,0,4,0,0,0,0,7,0,0,3,0,13,77,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/ICodeAssist.java,81,8,5,0,3,0,70,441,10,59,3,0,1,4,0.04,199.92,3,0,0,3,0,190.02,60,7,0,1,156.64,0,0,0,0,3,1,112.98,0,0,0,0,0,0,3,0,0,3,0,4,36,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/ICodeCompletionRequestor.java,276,62,14,0,3,0,211,1487,10,59,11,0,1,12,0.24,1492.82,11,0,1,11,0,172.34,201,60,0,1,154.21,0,0,0,0,11,1,717.55,0,0,0,0,0,0,11,0,0,11,0,12,196,1,1
org.eclipse.jdt.core/model/org/eclipse/jdt/core/ICodeFormatter.java,44,4,3,0,3,0,37,251,10,59,1,0,1,2,0.02,107.54,1,0,0,1,0,191.6,27,3,0,1,143.77,0,0,0,0,1,1,53.19,0,1,0,0,0,0,1,0,0,0,0,2,18,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/ICompilationUnit.java,209,16,15,0,4,0,189,1500,10,59,12,0,1,13,0.11,535.26,12,0,1,12,0,137.87,179,14,0,1,158.01,0,0,0,0,12,1,333.28,0,0,0,0,0,0,12,0,0,12,0,13,107,1,1
org.eclipse.jdt.core/model/org/eclipse/jdt/core/ICompletionRequestor.java,406,103,17,0,5,0,298,2742,10,59,14,0,1,15,0.41,2755.85,14,0,1,14,0,186.32,288,101,0,1,152.93,0,0,0,0,14,1,1232.27,0,0,0,0,0,0,14,0,0,14,0,15,317,1,1
org.eclipse.jdt.core/model/org/eclipse/jdt/core/ICorrectionRequestor.java,177,52,8,0,2,0,123,980,10,59,6,0,1,7,0.18,1221.39,6,0,0,6,0,170.95,113,51,0,1,152.82,0,0,0,0,6,1,551.27,0,0,0,0,0,0,6,0,0,6,0,7,144,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IElementChangedListener.java,30,4,3,0,3,0,23,128,10,59,1,0,1,2,0.01,41.48,1,0,0,1,0,117.65,13,3,0,1,147.03,0,0,0,0,1,1,27.65,0,0,0,0,0,0,1,0,0,1,0,2,11,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IField.java,48,6,5,0,2,0,40,233,10,59,3,0,1,4,0.02,101.59,3,0,0,3,0,110.48,30,5,0,1,158.95,0,0,0,0,3,1,58.67,0,3,0,0,0,0,3,0,0,0,0,4,23,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IImportContainer.java,32,4,3,0,2,0,26,165,10,59,1,0,1,2,0.01,69.51,1,0,0,1,0,144.79,16,3,0,1,145.27,0,0,0,0,1,1,42.51,0,0,0,0,0,0,1,0,0,1,0,2,15,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IImportDeclaration.java,38,5,4,0,2,0,31,165,10,59,2,0,1,3,0.01,70,2,0,0,2,0,110.36,21,4,0,1,158.84,0,0,0,0,2,1,43,0,1,0,0,0,0,2,0,0,1,0,3,17,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IInitializer.java,21,3,2,0,2,0,16,88,10,59,0,0,0,1,0.01,31.02,0,0,0,0,0,171,6,2,0,1,171,0,0,0,0,0,0,15.51,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IJavaElement.java,276,34,33,0,17,0,225,1384,10,59,15,13,1,29,0.26,3806.34,28,13,3,15,1,131.92,215,30,1,1,152.07,0,0.5,0,0,15,1,794.41,0,8,0,0,0,1,15,0,0,7,0,29,192,1,0
org.eclipse.jdt.core/model/org/eclipse/jdt/core/IJavaElementDelta.java,308,32,31,0,22,0,254,1819,10,59,10,18,1,29,0.28,2794.66,28,18,1,10,1,189.78,244,30,1,1,140.51,0,0,0,0,10,1,841.01,0,5,0,0,0,0,10,0,0,5,0,29,185,1,0
